dialect	pos	standard
처막	명사	처마
처맛물	명사	낙숫물
처망물	명사	낙숫물
처매	명사	처마
처맷물	명사	낙숫물
처옇다	동사	처넣다
처조캐	명사	처조카
천디기	명사	천더기
천채이	부사	천천히
천처이	부사	천천히
천처히	부사	천천히
철알	명사	탄알
첨먼이	명사	처음
첫새북	명사	첫새벽
청바닥	명사	마루
청에	명사	청어
체겡	명사	체경
체보	명사	우체부
쳉이질	명사	키질
쳉이질하다	동사	키질하다
초꾹새	명사	뻐꾹새
초레	명사	버들피리
초롱	명사	새장
초롱박	명사	조롱박
초마	명사	치마
초마물	명사	낙숫물
초불	명사	초벌
초새벽	명사	어둑새벽
초석자리	명사	돗자리
초시매	명사	처마
초악	명사	초학
초지량	명사	양념간장
초짐	명사	초학
초하루보름	명사	삭망
촌시럽다	형용사	촌스럽다
추룸	명사	추렴
추름	명사	추렴
추마	명사	처마
추매	명사	처마
추물	명사	낙숫물
축시다	동사	축이다
축췩이	부사	축축이
춘새	명사	추녀
춘천	명사	추천
충에	명사	추녀
충이	명사	추녀
취	명사	추위
츠음	명사	처음
치	명사	올가미
치	명사	체
치겡	명사	체경
치다	동사	부리다
치두손님	명사	천연두
치매폭	명사	치마폭
치맷자락	명사	치맛자락
치우	명사	추위
치이다	동사	벼리다
친정아부지	명사	친정아버지
칠거지	명사	칡
칩다	형용사	춥다
칭게	명사	층계
칸맥이	명사	칸막이
칼국시	명사	칼국수
칼꾸리	명사	갈고리
칼칼하다	형용사	깨끗하다
칼쿠리	명사	갈퀴
캐칼하다	형용사	깨끗하다
커나다	동사	자라다
코굴	명사	고콜
코딱쟁이	명사	코딱지
코때기	명사	코빼기
코빼이	명사	고삐
코뻬	명사	코뼈
코콜불	명사	고콜불
코클	명사	고콜
코터래기	명사	코털
콧속털	명사	코털
콧쉬엠	명사	콧수염
콧시엄	명사	콧수염
콩가리	명사	콩가루
콩국시	명사	콩국수
콩너물	명사	콩나물
콩너물국	명사	콩나물국
콩너물밥	명사	콩나물밥
콩지럼	명사	콩기름
콩질굼	명사	콩나물
콩질금	명사	콩나물
콩질금국	명사	콩나물국
콩폿	명사	콩팥
콩퐅	명사	콩팥
쾡이	명사	괭이
쾨	명사	코
크막하다	형용사	큼지막하다
큰사우	명사	큰사위
큰손구락	명사	가운뎃손가락
큰아버니	명사	큰아버지
큰아버니	감탄사	큰아버지
큰애기	명사	처녀
큰어무이	명사	큰어머니
큰어무이	감탄사	큰어머니
큰엄매	명사	큰어머니
큰엄매	감탄사	큰어머니
큰오매	명사	큰어머니
큰오매	감탄사	큰어머니
큰작은아버지	명사	작은아버지
큰작은아버지	감탄사	작은아버지
큰지침	명사	큰기침
큰지침하다	동사	큰기침하다
큰질	명사	큰길
타라박	명사	두레박
타레박샘	명사	두레우물
타루박	명사	두레박
타시마	명사	다시마
타시매	명사	다시마
탁해다	동사	닮다
탈국기	명사	탈곡기
탈팽이	명사	다슬기
탑세기	명사	쓰레기
태가리	명사	턱
태국기	명사	태극기
태기	명사	토끼
태깡이	명사	토끼
태말	명사	볼거리
태조가리	명사	턱주가리
택쉬염	명사	턱수염
택조가리	명사	턱주가리
택주바리	명사	턱주가리
탯줄	명사	탯자리개
터라구	명사	털
터래기	명사	털
터리기	명사	털
터치다	동사	터뜨리다
털뱅이	명사	누더기
텍소가리	명사	턱주가리
토개이	명사	토끼
토낑이	명사	토끼
토매	명사	도마
토매기	명사	목침
토매기	명사	도마
토방	명사	뜰
토범	명사	표범
토씨	명사	토시
통갑살	명사	소꿉질
통고바리	명사	소꿉질
통낭기	명사	통나무
통새	명사	뒷간
통시	명사	뒷간
통싯간	명사	뒷간
퇴	명사	도
퇴까니	명사	토끼
퇴방	명사	토방
투겡이	명사	뚝배기
툭뱅이	명사	뚝배기
툭시발	명사	뚝배기
툼벙	명사	웅덩이
퉁싯간	명사	뒷간
퉤다	동사	튀기다
틀국시	명사	틀국수
틈벙	명사	웅덩이
틈불	명사	덤불
틈팀이	부사	틈틈이
티갑지	명사	티끌
티겁지	명사	티끌
티게비	명사	티끌
티미하다	형용사	투미하다
파래이	명사	파래
파랭이	명사	파리
파랭이	명사	파래
파장	명사	파를 썰어 양념을 한 
판장홀태	명사	그네
판째기	명사	판때기
팔랭개비	명사	팔랑개비
패깍	부사	딸꾹
패깍거리다	동사	딸꾹거리다
패깍대다	동사	딸꾹대다
패깍질	명사	딸꾹질
패깍패깍	부사	딸꾹딸꾹
패띠기	명사	딸꾹질
패바트다	동사	뱉다
패앝다	동사	뱉다
패이다	동사	파이다
퍁다	동사	뱉다
퍼꺽질	명사	딸꾹질
퍼대기	명사	포대기
퍼치다	동사	퍼뜨리다
페다	동사	펴다
페룹다	형용사	파리하다
펜	명사	편
펜하다	형용사	편하다
펭개	명사	가부좌
포깍질	명사	딸꾹질
포대기	명사	부대
포데기	명사	부대
포도	명사	오디
포래	명사	이끼
포범	명사	표범
포자	명사	늪
폭지	명사	포기
폴	명사	팔
폴다	동사	팔다
폴뚝	명사	팔뚝
폿	명사	팥
퐅죽	명사	팥죽
푀	명사	표
표주배기	명사	표주박
푸대	명사	부대
푸데기	명사	부대
푸모시	명사	풀비
푸무다	동사	품다
푸섭	명사	풀숲
푸성가리	명사	푸성귀
푸징개	명사	푸성귀
푸추	명사	부추
풀귀얄	명사	풀비
풀기얄	명사	풀비
풀끼얄	명사	풀비
풀미	명사	풀무
풀미쟁이	명사	대장장이
풀빗자루	명사	풀비
풀서비	명사	풀숲
풀서피	명사	풀숲
풀섶	명사	풀숲
풀세비	명사	풀숲
풀손	명사	풀비
풀쎄비	명사	풀숲
풀체	명사	고운체
품삭	명사	품삯
풋감자	명사	감자
풋것	명사	푸성귀
풋고치	명사	풋고추
풋너물	명사	풋나물
풍기다	동사	퉁기다
풍노	명사	풀무
풍더이	명사	풍뎅이
풍무	명사	풍구
풍야	명사	자두
퓌다	동사	푸다
피기	명사	딸꾹질
피다	동사	바루다
피다	동사	번지다
피라지	명사	피라미
피렝이	명사	패랭이
피리	명사	송사리
핑개이	명사	풍뎅이
핑기다	동사	풍기다
핑데이	명사	풍뎅이
핑드이	명사	팽이
핑드잉이	명사	팽이
핑디	명사	팽이
하내바람	명사	하늬바람
하냥	부사	늘
하냥	부사	함께
하누바람	명사	하늬바람
하늘수박	명사	하눌타리
하다	부사	하도
하라씨	명사	할아비
하로	명사	하루
하롯날	명사	하룻날
하룩	명사	하루
하리	명사	하루
하리거리	명사	하루거리
하리살이	명사	하루살이
하마터먼	부사	하마터면
하마트라면	부사	하마터면
하마트라문	부사	하마터면
하마트문	부사	하마터면
하마트믄	부사	하마터면
하머	부사	벌써
하물차	명사	화물차
하요일	명사	화요일
하이간	부사	하여간
하장	명사	화장
하장하다	동사	화장하다
학고	명사	학교
학독	명사	돌확
학돌	명사	돌확
한갑잔치	명사	환갑잔치
한기	명사	학질
한동무니	명사	외동무니
한동사이	명사	외동무니
한불	명사	하릅
한이불	명사	핫이불
한자	명사	혼자
한자	부사	혼자
한축	명사	학질
할	명사	활
할마니	명사	할머니
할마니	감탄사	할머니
할마시	명사	할머니
할망이	명사	할망구
할망태기	명사	할망구
할머이	명사	할머니
할문	명사	할머니
할문	감탄사	할머니
할배	명사	할아버지
할아부니	명사	할아버지
할아부니	감탄사	할아버지
할아씨	명사	할아버지
할아씨	감탄사	할아버지
할트다	동사	핥다
함끼	부사	함께
함마	명사	해머
함마	명사	돌쩌귀
함브로	부사	함부로
함태이	명사	함지
함팡눈	명사	함박눈
합두루매기	명사	핫두루마기
항꾸네	부사	함께
해꽃	명사	햇무리
해루질	명사	밤에 얕은 바다에서 맨손으로 어패류를 잡는 
해머리	명사	햇무리
해모리	명사	햇무리
해물	명사	햇무리
해여	부사	행여
해오	명사	해의
해오래기	명사	해오라기
해오래비	명사	해오라기
해이다	동사	이다
해이다	동사	이다
해포리	명사	해파리
해품	명사	하품
핵구	명사	학교
햇모리	명사	햇무리
햇볏	명사	햇볕
햇불	명사	횃불
행	명사	향
행건	명사	행전
행걸레	명사	행주
행기포	명사	행주
행기피	명사	행주
행우	명사	행위
행지	명사	행주
허러띠	명사	허리띠
허리뛰	명사	허리띠
허리빠	명사	허리띠
허리빵	명사	허리띠
허미	명사	호미
허부적거리다	동사	허우적거리다
허염	명사	헤엄
허재비	명사	허수아비
헌들	명사	헌데
헌들다	동사	흔들다
헌적	명사	흔적
헌치다	동사	뿌리다
헐겁다	형용사	슬겁다
헝겁때기	명사	헝겊
헝님	명사	형님
헡트리다	동사	흩트리다
헤갑	명사	회갑
헤겁다	형용사	가볍다
헤깝다	형용사	가볍다
헤껍다	형용사	가볍다
헤꿉다	형용사	가볍다
헤때기	명사	혀때기
헤방	명사	훼방
헤색	명사	회색
헤창이	명사	언청이
헤쳉이	명사	언청이
헤험	명사	헤엄
헴	명사	헤엄
헷바닥	명사	혓바닥
헹그다	동사	헹구다
헹수	명사	형수
헹이	명사	형
헹펜	명사	형편
혁띠	명사	혁대
혐	명사	헤엄
형아	명사	형
혜염	명사	헤엄
호더라기	명사	회오리
호디	명사	오디
호띠기	명사	호드기
호랑	명사	호주머니
호래	명사	호랑이
호무	명사	호미
호무씻이	명사	호미씻이
호미씻애	명사	호미씻이
호박	명사	확
호박고자리	명사	호박고지
호박우거리	명사	호박고지
호부래비	명사	홀아비
호악	명사	방아확
호애기	명사	새꽤기
혹말	명사	목말
혼녜	명사	혼례
혼레	명사	혼례
혼불	명사	사람의 혼을 이루는 바탕. 죽기 얼마 전에 몸에서 빠져나간다고 하는데, 크기는 종발만 하며 맑고 푸르스름한 빛을 띤다고 한
혼저	명·부	혼자
혼처	명사	혼자
혼처	부사	혼자
홀개이	명사	올가미
홀갱이	명사	솔개
홀어매	명사	홀어미
홀어머이	명사	홀어머니
홀이미	명사	홀어미
홀챙이	명사	올챙이
홀치기	명사	올가미
홀태	명사	벼훑이
홀태기	명사	벼훑이
홍돌깨	명사	홍두깨
홍씨	명사	홍시
홍아연	명사	가오리연
홑창	명사	홑청
화젓가락	명사	부젓가락
화토	명사	화투
확돌	명사	돌확
활키다	동사	할퀴다
황구링이	명사	황구렁이
황로	명사	항라
홰	명사	회충
홰리바람	명사	회오리바람
홰미	명사	새꽤기
회미	명사	호미
회추리	명사	회초리
회춤	명사	고비
효재	명사	효자
후비다	동사	훔치다
후제	명사	나중
후찡이	명사	극젱이
후치	명사	극젱이
훌릉하다	형용사	훌륭하다
훌키다	동사	흘기다
훌태	명사	벼훑이
훌트다	동사	훑다
휘지다	동사	휘어지다
흐리다	동사	흐르다
흑젱이	명사	극젱이
흑징이	명사	극젱이
흔디	명사	부스럼
흔무리	명사	백설기
흔설기	명사	백설기
흔자우	명사	흰자위
흔자위	명사	흰자위
흘르다	동사	흐르다
흙덩거리	명사	흙덩이
흙받이	명사	볏
흙투배기	명사	흙투성이
흠하다	형용사	험하다
흥클다	동사	헝클다
희상	명사	'희생'의 방
흰떡가래	명사	가래떡
흰미리	명사	백설기
흰자새	명사	흰자위
흰재	명사	흰자위
흰챙	명사	흰자위
히날리다	동사	휘날리다
히마리	명사	힘
히발유	명사	휘발유
히오리바람	명사	회오리바람
힌떡	명사	가래떡
힌떡가래	명사	가래떡
힘시다	형용사	힘세다
힛바닥	명사	혓바닥
힝구다	동사	헹구다
가	어미	-냐
가	명사	과줄
가가다	동사	가져가다
가가붓자식	명사	각아비자식
가가시	부사	가까스로
가간	명사	가관
가감성	명사	과감성
가감시럽다	형용사	과감스럽다
가감시리	부사	과감스레
가감하다	형용사	과감하다
가감히	부사	과감히
가갑다	형용사	가볍다
가갑다	형용사	가깝다
가갓방	명사	가겟방
가개	명사	홍역
가객	명사	가객
가갭다	형용사	가볍다
가걔	명사	가게
가거	명사	과거
가거	명사	과거
가거방하다	형용사	비슷하다
가거사	명사	과거사
가거지방하다	형용사	비슷하다
가거지사	명사	과거지사
가검자리	명사	가장자리
가겁다	형용사	가볍다
가것방	명사	가겟방
가게	명사	과거
가겍	명사	가격
가겍	명사	과격
가겍하다	형용사	과격하다
가겟바	명사	가겟방
가겟방이	명사	가겟방
가겹다	형용사	가볍다
가고	부사	그리고
가구간	명사	외양간
가구웂다	형용사	쓸데없다
가구재이	명사	가랑이
가구쟁이	명사	가랑이
가굽다	형용사	가볍다
가그랑비	명사	가랑비
가그매	명사	가르마
가그매	명사	가마
가그매	명사	풍세
가그매	명사	까마귀
가근방	명사	근방
가급다	형용사	가볍다
가까수로	부사	가까스로
가까시	부사	가까스로
가까시로	부사	가까스로
가께	명사	가위
가꼬	명사	액자
가꼼	부사	가끔
가꼼살이	명사	소꿉질
가꼽다	형용사	가깝다
가꾸목	명사	각목
가꿈	부사	가끔
가꿈가꿈	부사	가끔가끔
가꿈가더	부사	가끔가다
가꿈가더가	부사	가끔가다가
가꿈가더거	부사	가끔가다가
가꿈가드거	부사	가끔가다가
가꿉데가꿉다	형용사	가깝디가깝다
가끔	명사	말림갓
가끕다	형용사	가깝다
가나그	명사	계집아이
가나무	명사	떡갈나무
가나부	명사	간호부
가난배기	명사	가난뱅이
가난배이	명사	가난뱅이
가난애기	명사	갓난아기
가난어린애	명사	갓난아이
가난재이	명사	가난뱅이
가날다	형용사	가늘다
가날프다	형용사	가냘프다
가남	명사	가늠
가남없다	형용사	대중없다
가남허다	동사	가늠하다
가냘쁘다	형용사	가냘프다
가냘푸다	형용사	가냘프다
가너다라하다	형용사	가느다랗다
가널푸다	형용사	가냘프다
가널프다	형용사	가냘프다
가녁	명사	과녁
가녁판	명사	과녁판
가년하다	형용사	과년하다
가녑하다	동사	감추다
가녑허다	동사	간섭하다
가노롬허다	형용사	가느스름하다
가누다	동사	가루다
가눔	명사	가늠
가눕다	형용사	가늘다
가느다라다	형용사	가느다랗다
가느다라하다	형용사	가느다랗다
가느다람하다	형용사	가느다랗다
가느다런하다	형용사	가느다랗다
가느다름하다	형용사	가느스름하다
가느다하다	형용사	가느다랗다
가느달하다	형용사	가느다랗다
가느데가늘다	형용사	가늘디가늘다
가느랑비	명사	가랑비
가느랭비	명사	가랑비
가느렇다	형용사	가느다랗다
가느소롬하다	형용사	가느스름하다
가느소롬허다	형용사	가느스름하다
